id,review,aspect,sentiment
1418,I noted it was crossed off on the bill.,Service,Unknown
1418,I noted it was crossed off on the bill.,Price,Unknown
1418,I noted it was crossed off on the bill.,Eating Environment / Ambiance,Unknown
2208,"Needless to say, I'm never going back and you should be wary too.",Food,Unknown
2208,"Needless to say, I'm never going back and you should be wary too.",Service,Unknown
2208,"Needless to say, I'm never going back and you should be wary too.",Price,Unknown
2208,"Needless to say, I'm never going back and you should be wary too.",Eating Environment / Ambiance,Unknown
287,Best dish is nori-wrapped tuna.,Food,Positive
287,Best dish is nori-wrapped tuna.,Service,Unknown
287,Best dish is nori-wrapped tuna.,Price,Unknown
287,Best dish is nori-wrapped tuna.,Eating Environment / Ambiance,Unknown
814,The food was absolutely amazing!!,Food,Positive
814,The food was absolutely amazing!!,Service,Unknown
814,The food was absolutely amazing!!,Price,Unknown
814,The food was absolutely amazing!!,Eating Environment / Ambiance,Unknown
3112,Some servers make you feel like they are doing you a favor to bring you the food.,Food,Unknown
3112,Some servers make you feel like they are doing you a favor to bring you the food.,Service,Negative
3112,Some servers make you feel like they are doing you a favor to bring you the food.,Price,Unknown
3112,Some servers make you feel like they are doing you a favor to bring you the food.,Eating Environment / Ambiance,Unknown
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",Food,Negative
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",Service,Unknown
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",Price,Unknown
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",Eating Environment / Ambiance,Unknown
3435,Mermaid Inn is an overall good restaurant with really good seafood.,Food,Positive
3435,Mermaid Inn is an overall good restaurant with really good seafood.,Service,Unknown
3435,Mermaid Inn is an overall good restaurant with really good seafood.,Price,Unknown
3435,Mermaid Inn is an overall good restaurant with really good seafood.,Eating Environment / Ambiance,Unknown
914,I work around the corner and tried it with a colleague for the first time.,Food,Unknown
914,I work around the corner and tried it with a colleague for the first time.,Service,Unknown
914,I work around the corner and tried it with a colleague for the first time.,Price,Unknown
914,I work around the corner and tried it with a colleague for the first time.,Eating Environment / Ambiance,Unknown
2695,I went here with my boyfriend and another couple.,Food,Unknown
2695,I went here with my boyfriend and another couple.,Service,Unknown
2695,I went here with my boyfriend and another couple.,Price,Unknown
2695,I went here with my boyfriend and another couple.,Eating Environment / Ambiance,Unknown
664,The staff is also attentive and friendly.,Food,Unknown
664,The staff is also attentive and friendly.,Service,Positive
664,The staff is also attentive and friendly.,Price,Unknown
664,The staff is also attentive and friendly.,Eating Environment / Ambiance,Unknown
1644,The all you can eat deal is truly amazing here.,Food,Unknown
1644,The all you can eat deal is truly amazing here.,Service,Unknown
1644,The all you can eat deal is truly amazing here.,Price,Positive
1644,The all you can eat deal is truly amazing here.,Eating Environment / Ambiance,Unknown
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",Food,Negative
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",Service,Unknown
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",Price,Negative
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",Eating Environment / Ambiance,Unknown
1880,"This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.",Food,Unknown
1880,"This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.",Service,Unknown
1880,"This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.",Price,Unknown
1880,"This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.",Eating Environment / Ambiance,Unknown
2101,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,Food,Negative
2101,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,Service,Unknown
2101,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,Price,Negative
2101,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,Eating Environment / Ambiance,Unknown
2113,first it took us a long time to find the place.,Food,Unknown
2113,first it took us a long time to find the place.,Service,Unknown
2113,first it took us a long time to find the place.,Price,Unknown
2113,first it took us a long time to find the place.,Eating Environment / Ambiance,Unknown
1822,All of the pizzas are terrific and the price is even better!,Food,Positive
1822,All of the pizzas are terrific and the price is even better!,Service,Unknown
1822,All of the pizzas are terrific and the price is even better!,Price,Positive
1822,All of the pizzas are terrific and the price is even better!,Eating Environment / Ambiance,Unknown
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Food,Negative
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Service,Unknown
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Price,Unknown
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Eating Environment / Ambiance,Negative
1594,The food was good too.,Food,Positive
1594,The food was good too.,Service,Unknown
1594,The food was good too.,Price,Unknown
1594,The food was good too.,Eating Environment / Ambiance,Unknown
3459,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",Food,Unknown
3459,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",Service,Unknown
3459,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",Price,Unknown
3459,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",Eating Environment / Ambiance,Unknown
3572,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",Food,Unknown
3572,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",Service,Negative
3572,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",Price,Unknown
3572,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",Eating Environment / Ambiance,Unknown
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,Food,Unknown
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,Service,Unknown
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,Price,Unknown
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,Eating Environment / Ambiance,Positive
3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",Food,Positive
3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",Service,Unknown
3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",Price,Unknown
3004,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",Eating Environment / Ambiance,Unknown
2441,I am a die hard peep lover.,Food,Unknown
2441,I am a die hard peep lover.,Service,Unknown
2441,I am a die hard peep lover.,Price,Unknown
2441,I am a die hard peep lover.,Eating Environment / Ambiance,Unknown
965,"Once you become a regular, you are treated as one.",Food,Unknown
965,"Once you become a regular, you are treated as one.",Service,Positive
965,"Once you become a regular, you are treated as one.",Price,Unknown
965,"Once you become a regular, you are treated as one.",Eating Environment / Ambiance,Unknown
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,Food,Positive
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,Service,Unknown
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,Price,Unknown
1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,Eating Environment / Ambiance,Unknown
1615,Everyone treats you like you were part of the family.,Food,Unknown
1615,Everyone treats you like you were part of the family.,Service,Positive
1615,Everyone treats you like you were part of the family.,Price,Unknown
1615,Everyone treats you like you were part of the family.,Eating Environment / Ambiance,Unknown
2681,The white bean brushetta to start was incredible and the pasta was phenomenal.,Food,Positive
2681,The white bean brushetta to start was incredible and the pasta was phenomenal.,Service,Unknown
2681,The white bean brushetta to start was incredible and the pasta was phenomenal.,Price,Unknown
2681,The white bean brushetta to start was incredible and the pasta was phenomenal.,Eating Environment / Ambiance,Unknown
3361,The rest of the menu is limited by everything is good eats.,Food,Unknown
3361,The rest of the menu is limited by everything is good eats.,Service,Unknown
3361,The rest of the menu is limited by everything is good eats.,Price,Unknown
3361,The rest of the menu is limited by everything is good eats.,Eating Environment / Ambiance,Unknown
789,The menu is nothing like the one on the website.,Food,Negative
789,The menu is nothing like the one on the website.,Service,Unknown
789,The menu is nothing like the one on the website.,Price,Unknown
789,The menu is nothing like the one on the website.,Eating Environment / Ambiance,Unknown
782,"Great food, great lay out and awesome service.",Food,Positive
782,"Great food, great lay out and awesome service.",Service,Positive
782,"Great food, great lay out and awesome service.",Price,Unknown
782,"Great food, great lay out and awesome service.",Eating Environment / Ambiance,Positive
3148,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,Food,Unknown
3148,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,Service,Negative
3148,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,Price,Unknown
3148,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,Eating Environment / Ambiance,Unknown
2203,SEA has become so popular that they've let it go to their heads.,Food,Unknown
2203,SEA has become so popular that they've let it go to their heads.,Service,Unknown
2203,SEA has become so popular that they've let it go to their heads.,Price,Unknown
2203,SEA has become so popular that they've let it go to their heads.,Eating Environment / Ambiance,Unknown
3661,We walked in on a Wednesday night and were seated promptly.,Food,Unknown
3661,We walked in on a Wednesday night and were seated promptly.,Service,Positive
3661,We walked in on a Wednesday night and were seated promptly.,Price,Unknown
3661,We walked in on a Wednesday night and were seated promptly.,Eating Environment / Ambiance,Unknown
1403,Chennai Garden is my favorite Indian restaurant in the city.,Food,Unknown
1403,Chennai Garden is my favorite Indian restaurant in the city.,Service,Unknown
1403,Chennai Garden is my favorite Indian restaurant in the city.,Price,Unknown
1403,Chennai Garden is my favorite Indian restaurant in the city.,Eating Environment / Ambiance,Unknown
3682,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",Food,Unknown
3682,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",Service,Positive
3682,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",Price,Unknown
3682,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",Eating Environment / Ambiance,Unknown
2727,Oh yeah ever on the west side try there sister resturant Arties Cafe.,Food,Unknown
2727,Oh yeah ever on the west side try there sister resturant Arties Cafe.,Service,Unknown
2727,Oh yeah ever on the west side try there sister resturant Arties Cafe.,Price,Unknown
2727,Oh yeah ever on the west side try there sister resturant Arties Cafe.,Eating Environment / Ambiance,Unknown
2293,(Besides that there should be more restaurants like it around the city).,Food,Unknown
2293,(Besides that there should be more restaurants like it around the city).,Service,Unknown
2293,(Besides that there should be more restaurants like it around the city).,Price,Unknown
2293,(Besides that there should be more restaurants like it around the city).,Eating Environment / Ambiance,Unknown
2119,My roommate and I LOVE this place.,Food,Unknown
2119,My roommate and I LOVE this place.,Service,Unknown
2119,My roommate and I LOVE this place.,Price,Unknown
2119,My roommate and I LOVE this place.,Eating Environment / Ambiance,Unknown
205,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",Food,Unknown
205,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",Service,Unknown
205,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",Price,Unknown
205,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",Eating Environment / Ambiance,Unknown
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,Food,Positive
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,Service,Unknown
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,Price,Unknown
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,Eating Environment / Ambiance,Positive
2092,Not worth it.,Food,Unknown
2092,Not worth it.,Service,Unknown
2092,Not worth it.,Price,Unknown
2092,Not worth it.,Eating Environment / Ambiance,Unknown
749,"In the evening, this place attracted a well dressed, with it, NY crowd.",Food,Unknown
749,"In the evening, this place attracted a well dressed, with it, NY crowd.",Service,Unknown
749,"In the evening, this place attracted a well dressed, with it, NY crowd.",Price,Unknown
749,"In the evening, this place attracted a well dressed, with it, NY crowd.",Eating Environment / Ambiance,Unknown
132,"They have it all -- great price, food, and service.",Food,Positive
132,"They have it all -- great price, food, and service.",Service,Positive
132,"They have it all -- great price, food, and service.",Price,Positive
132,"They have it all -- great price, food, and service.",Eating Environment / Ambiance,Unknown
3176,"So close, but not good enough.",Food,Unknown
3176,"So close, but not good enough.",Service,Unknown
3176,"So close, but not good enough.",Price,Unknown
3176,"So close, but not good enough.",Eating Environment / Ambiance,Unknown
367,This was on a Tuesday night.,Food,Unknown
367,This was on a Tuesday night.,Service,Unknown
367,This was on a Tuesday night.,Price,Unknown
367,This was on a Tuesday night.,Eating Environment / Ambiance,Unknown
3397,Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,Food,Unknown
3397,Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,Service,Unknown
3397,Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,Price,Unknown
3397,Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,Eating Environment / Ambiance,Unknown
3382,"The flavors are great, and the menu is extensive.",Food,Positive
3382,"The flavors are great, and the menu is extensive.",Service,Unknown
3382,"The flavors are great, and the menu is extensive.",Price,Unknown
3382,"The flavors are great, and the menu is extensive.",Eating Environment / Ambiance,Unknown
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",Food,Positive
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",Service,Positive
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",Price,Unknown
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",Eating Environment / Ambiance,Positive
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",Food,Unknown
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",Service,Unknown
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",Price,Unknown
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",Eating Environment / Ambiance,Positive
978,The food has been consistant for years and it never lets you down.,Food,Positive
978,The food has been consistant for years and it never lets you down.,Service,Unknown
978,The food has been consistant for years and it never lets you down.,Price,Unknown
978,The food has been consistant for years and it never lets you down.,Eating Environment / Ambiance,Unknown
1029,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,Food,Positive
1029,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,Service,Unknown
1029,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,Price,Unknown
1029,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,Eating Environment / Ambiance,Unknown
3470,"And forget what you read under me, the atmosphere isn't that bad either.",Food,Unknown
3470,"And forget what you read under me, the atmosphere isn't that bad either.",Service,Unknown
3470,"And forget what you read under me, the atmosphere isn't that bad either.",Price,Unknown
3470,"And forget what you read under me, the atmosphere isn't that bad either.",Eating Environment / Ambiance,Unknown
3034,"Don't waste your time, or money!!",Food,Unknown
3034,"Don't waste your time, or money!!",Service,Unknown
3034,"Don't waste your time, or money!!",Price,Unknown
3034,"Don't waste your time, or money!!",Eating Environment / Ambiance,Unknown
3180,"They don't concern much of customer's health, just want to make money.",Food,Unknown
3180,"They don't concern much of customer's health, just want to make money.",Service,Unknown
3180,"They don't concern much of customer's health, just want to make money.",Price,Unknown
3180,"They don't concern much of customer's health, just want to make money.",Eating Environment / Ambiance,Unknown
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",Food,Unknown
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",Service,Negative
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",Price,Unknown
163,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",Eating Environment / Ambiance,Unknown
1017,sometimes i get good food and ok service.,Food,Positive
1017,sometimes i get good food and ok service.,Service,Unknown
1017,sometimes i get good food and ok service.,Price,Unknown
1017,sometimes i get good food and ok service.,Eating Environment / Ambiance,Unknown
3277,We just ate at Kai and were disapointed.,Food,Unknown
3277,We just ate at Kai and were disapointed.,Service,Unknown
3277,We just ate at Kai and were disapointed.,Price,Unknown
3277,We just ate at Kai and were disapointed.,Eating Environment / Ambiance,Unknown
757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",Food,Unknown
757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",Service,Unknown
757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",Price,Negative
757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",Eating Environment / Ambiance,Negative
923,This was a great surprise.,Food,Unknown
923,This was a great surprise.,Service,Unknown
923,This was a great surprise.,Price,Unknown
923,This was a great surprise.,Eating Environment / Ambiance,Unknown
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",Food,Negative
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",Service,Negative
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",Price,Unknown
472,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",Eating Environment / Ambiance,Unknown
2223,The food was spicy and delicious.,Food,Positive
2223,The food was spicy and delicious.,Service,Unknown
2223,The food was spicy and delicious.,Price,Unknown
2223,The food was spicy and delicious.,Eating Environment / Ambiance,Unknown
849,I went with my fiance on a Tuesday evening.,Food,Unknown
849,I went with my fiance on a Tuesday evening.,Service,Unknown
849,I went with my fiance on a Tuesday evening.,Price,Unknown
849,I went with my fiance on a Tuesday evening.,Eating Environment / Ambiance,Unknown
1035,A little overpriced but worth it once you take a bite.,Food,Positive
1035,A little overpriced but worth it once you take a bite.,Service,Unknown
1035,A little overpriced but worth it once you take a bite.,Price,Unknown
1035,A little overpriced but worth it once you take a bite.,Eating Environment / Ambiance,Unknown
3196,It was wonderful.,Food,Unknown
3196,It was wonderful.,Service,Unknown
3196,It was wonderful.,Price,Unknown
3196,It was wonderful.,Eating Environment / Ambiance,Unknown
1339,Went for a late weekday lunch.,Food,Unknown
1339,Went for a late weekday lunch.,Service,Unknown
1339,Went for a late weekday lunch.,Price,Unknown
1339,Went for a late weekday lunch.,Eating Environment / Ambiance,Unknown
3131,I just don't understand all the hype...,Food,Unknown
3131,I just don't understand all the hype...,Service,Unknown
3131,I just don't understand all the hype...,Price,Unknown
3131,I just don't understand all the hype...,Eating Environment / Ambiance,Unknown
3649,Bartender was unable to tear himself away from friends at bar.,Food,Unknown
3649,Bartender was unable to tear himself away from friends at bar.,Service,Negative
3649,Bartender was unable to tear himself away from friends at bar.,Price,Unknown
3649,Bartender was unable to tear himself away from friends at bar.,Eating Environment / Ambiance,Unknown
1140,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",Food,Negative
1140,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",Service,Unknown
1140,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",Price,Unknown
1140,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",Eating Environment / Ambiance,Unknown
2337,Dahkin also offers prix fixe lunch and buffet.,Food,Unknown
2337,Dahkin also offers prix fixe lunch and buffet.,Service,Unknown
2337,Dahkin also offers prix fixe lunch and buffet.,Price,Unknown
2337,Dahkin also offers prix fixe lunch and buffet.,Eating Environment / Ambiance,Unknown
1174,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",Food,Unknown
1174,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",Service,Unknown
1174,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",Price,Unknown
1174,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",Eating Environment / Ambiance,Unknown
3474,You can barely see who you are with never mind have a conversation.,Food,Unknown
3474,You can barely see who you are with never mind have a conversation.,Service,Unknown
3474,You can barely see who you are with never mind have a conversation.,Price,Unknown
3474,You can barely see who you are with never mind have a conversation.,Eating Environment / Ambiance,Negative
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,Food,Positive
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,Service,Positive
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,Price,Unknown
2818,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,Eating Environment / Ambiance,Unknown
2920,I don't get it either.,Food,Unknown
2920,I don't get it either.,Service,Unknown
2920,I don't get it either.,Price,Unknown
2920,I don't get it either.,Eating Environment / Ambiance,Unknown
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,Food,Unknown
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,Service,Unknown
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,Price,Unknown
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,Eating Environment / Ambiance,Unknown
1216,Great place to grab a hot bagel on the way to work.,Food,Positive
1216,Great place to grab a hot bagel on the way to work.,Service,Unknown
1216,Great place to grab a hot bagel on the way to work.,Price,Unknown
1216,Great place to grab a hot bagel on the way to work.,Eating Environment / Ambiance,Unknown
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",Food,Negative
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",Service,Unknown
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",Price,Unknown
3530,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",Eating Environment / Ambiance,Unknown
951,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",Food,Unknown
951,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",Service,Negative
951,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",Price,Unknown
951,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",Eating Environment / Ambiance,Unknown
1005,One of my favorite places in Manhattan.,Food,Unknown
1005,One of my favorite places in Manhattan.,Service,Unknown
1005,One of my favorite places in Manhattan.,Price,Unknown
1005,One of my favorite places in Manhattan.,Eating Environment / Ambiance,Unknown
1619,"They brought glasses and the bottle, and just left the bottle at our table.",Food,Unknown
1619,"They brought glasses and the bottle, and just left the bottle at our table.",Service,Negative
1619,"They brought glasses and the bottle, and just left the bottle at our table.",Price,Unknown
1619,"They brought glasses and the bottle, and just left the bottle at our table.",Eating Environment / Ambiance,Unknown
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",Food,Unknown
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",Service,Unknown
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",Price,Negative
1304,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",Eating Environment / Ambiance,Unknown
1856,We were looking forward to nice glass of Sangria when we arrived.,Food,Positive
1856,We were looking forward to nice glass of Sangria when we arrived.,Service,Unknown
1856,We were looking forward to nice glass of Sangria when we arrived.,Price,Unknown
1856,We were looking forward to nice glass of Sangria when we arrived.,Eating Environment / Ambiance,Unknown
3318,I would highly recommand requesting a table by the window.,Food,Unknown
3318,I would highly recommand requesting a table by the window.,Service,Unknown
3318,I would highly recommand requesting a table by the window.,Price,Unknown
3318,I would highly recommand requesting a table by the window.,Eating Environment / Ambiance,Unknown
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",Food,Positive
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",Service,Negative
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",Price,Unknown
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",Eating Environment / Ambiance,Unknown
2545,I for one will never patronize them again.,Food,Unknown
2545,I for one will never patronize them again.,Service,Unknown
2545,I for one will never patronize them again.,Price,Unknown
2545,I for one will never patronize them again.,Eating Environment / Ambiance,Unknown
1821,I stumbled upon this great pizzeria as I explored my new neighborhood.,Food,Unknown
1821,I stumbled upon this great pizzeria as I explored my new neighborhood.,Service,Unknown
1821,I stumbled upon this great pizzeria as I explored my new neighborhood.,Price,Unknown
1821,I stumbled upon this great pizzeria as I explored my new neighborhood.,Eating Environment / Ambiance,Unknown
880,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",Food,Unknown
880,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",Service,Unknown
880,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",Price,Unknown
880,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",Eating Environment / Ambiance,Unknown
401,"The service, however, was a bright flower in a garden.",Food,Unknown
401,"The service, however, was a bright flower in a garden.",Service,Positive
401,"The service, however, was a bright flower in a garden.",Price,Unknown
401,"The service, however, was a bright flower in a garden.",Eating Environment / Ambiance,Unknown
1238,"So, again, give it a try.",Food,Unknown
1238,"So, again, give it a try.",Service,Unknown
1238,"So, again, give it a try.",Price,Unknown
1238,"So, again, give it a try.",Eating Environment / Ambiance,Unknown
889,Stay far away from this place.,Food,Unknown
889,Stay far away from this place.,Service,Unknown
889,Stay far away from this place.,Price,Unknown
889,Stay far away from this place.,Eating Environment / Ambiance,Unknown
21,We will come back!!!,Food,Unknown
21,We will come back!!!,Service,Unknown
21,We will come back!!!,Price,Unknown
21,We will come back!!!,Eating Environment / Ambiance,Unknown
2944,We've been to Grocery three times and not once has an item on the menu disappointed.,Food,Positive
2944,We've been to Grocery three times and not once has an item on the menu disappointed.,Service,Unknown
2944,We've been to Grocery three times and not once has an item on the menu disappointed.,Price,Unknown
2944,We've been to Grocery three times and not once has an item on the menu disappointed.,Eating Environment / Ambiance,Unknown
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",Food,Unknown
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",Service,Unknown
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",Price,Unknown
3298,"The food is very good too but for the most part, it's just regular food, nothing special.",Eating Environment / Ambiance,Unknown
1344,A touch more jalapeno heat for contrast and it would have been very good indeed.,Food,Positive
1344,A touch more jalapeno heat for contrast and it would have been very good indeed.,Service,Unknown
1344,A touch more jalapeno heat for contrast and it would have been very good indeed.,Price,Unknown
